Day, Time, Open Price, High Price, Low Price, Close Price
2020-07-08, 2020-07-08T03:14:01, None, None, None, None
2020-07-08, 2020-07-08T03:14:02, 4068.9, 4068.9, 4068.9, 4068.9
2020-07-08, 2020-07-08T03:14:05, None, None, None, None
2020-07-08, 2020-07-08T03:14:07, None, None, None, None
2020-07-08, 2020-07-08T03:14:08, None, None, None, None
2020-07-08, 2020-07-08T03:14:14, 4069.2, 4069.2, 4069.2, 4069.2
2020-07-08, 2020-07-08T03:14:15, None, None, None, None
2020-07-08, 2020-07-08T03:14:20, 4069.5, 4069.5, 4069.2, 4069.2
2020-07-08, 2020-07-08T03:14:21, 4069.0, 4069.0, 4068.5, 4068.5
2020-07-08, 2020-07-08T03:14:26, None, None, None, None
2020-07-08, 2020-07-08T03:14:32, None, None, None, None
2020-07-08, 2020-07-08T03:14:35, None, None, None, None
2020-07-08, 2020-07-08T03:14:36, None, None, None, None
2020-07-08, 2020-07-08T03:14:43, None, None, None, None
2020-07-08, 2020-07-08T03:14:46, None, None, None, None
2020-07-08, 2020-07-08T03:15:02, 4068.7, 4069.0, 4068.5, 4069.0
2020-07-08, 2020-07-08T03:15:03, 4068.5, 4068.5, 4068.5, 4068.5
2020-07-08, 2020-07-08T03:15:12, 4068.7, 4068.7, 4068.7, 4068.7
2020-07-08, 2020-07-08T03:15:13, 4069.0, 4069.0, 4069.0, 4069.0
2020-07-08, 2020-07-08T03:15:14, 4069.2, 4069.2, 4069.2, 4069.2
2020-07-08, 2020-07-08T03:15:19, 4068.5, 4068.5, 4068.5, 4068.5
2020-07-08, 2020-07-08T03:15:25, 4068.0, 4068.2, 4068.0, 4068.2
2020-07-08, 2020-07-08T03:15:28, 4068.5, 4068.5, 4068.5, 4068.5
2020-07-08, 2020-07-08T03:15:29, 4068.2, 4068.2, 4068.2, 4068.2
2020-07-08, 2020-07-08T03:15:31, 4068.5, 4068.5, 4068.2, 4068.2
2020-07-08, 2020-07-08T03:15:32, 4068.5, 4068.5, 4068.5, 4068.5
2020-07-08, 2020-07-08T03:15:33, 4068.2, 4068.2, 4068.2, 4068.2
2020-07-08, 2020-07-08T03:15:34, 4068.5, 4068.5, 4068.2, 4068.2
2020-07-08, 2020-07-08T03:15:37, None, None, None, None
2020-07-08, 2020-07-08T03:15:42, 4067.5, 4067.5, 4067.5, 4067.5
2020-07-08, 2020-07-08T03:15:44, None, None, None, None
2020-07-08, 2020-07-08T03:15:47, None, None, None, None
2020-07-08, 2020-07-08T03:15:48, None, None, None, None
2020-07-08, 2020-07-08T03:15:52, None, None, None, None
2020-07-08, 2020-07-08T03:15:54, None, None, None, None
2020-07-08, 2020-07-08T03:15:55, None, None, None, None
2020-07-08, 2020-07-08T03:16:09, 4067.3, 4067.3, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:16:10, None, None, None, None
2020-07-08, 2020-07-08T03:16:12, None, None, None, None
2020-07-08, 2020-07-08T03:16:13, None, None, None, None
2020-07-08, 2020-07-08T03:16:15, None, None, None, None
2020-07-08, 2020-07-08T03:16:19, None, None, None, None
2020-07-08, 2020-07-08T03:16:20, 4067.0, 4067.2, 4067.0, 4067.2
2020-07-08, 2020-07-08T03:16:27, 4067.5, 4067.5, 4067.5, 4067.5
2020-07-08, 2020-07-08T03:16:34, 4067.2, 4067.2, 4067.2, 4067.2
2020-07-08, 2020-07-08T03:16:35, 4066.5, 4067.0, 4066.5, 4067.0
2020-07-08, 2020-07-08T03:16:38, 4067.2, 4067.2, 4067.2, 4067.2
2020-07-08, 2020-07-08T03:16:39, 4067.5, 4067.5, 4067.5, 4067.5
2020-07-08, 2020-07-08T03:16:40, None, None, None, None
2020-07-08, 2020-07-08T03:16:44, 4067.2, 4067.2, 4067.2, 4067.2
2020-07-08, 2020-07-08T03:16:47, 4067.5, 4067.5, 4067.5, 4067.5
2020-07-08, 2020-07-08T03:16:51, 4067.3, 4067.3, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:17:06, None, None, None, None
2020-07-08, 2020-07-08T03:17:11, 4067.0, 4067.2, 4067.0, 4067.2
2020-07-08, 2020-07-08T03:17:13, 4067.5, 4067.5, 4067.2, 4067.2
2020-07-08, 2020-07-08T03:17:14, 4066.8, 4066.8, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:17:24, None, None, None, None
2020-07-08, 2020-07-08T03:17:25, None, None, None, None
2020-07-08, 2020-07-08T03:17:26, None, None, None, None
2020-07-08, 2020-07-08T03:17:41, None, None, None, None
2020-07-08, 2020-07-08T03:17:45, None, None, None, None
2020-07-08, 2020-07-08T03:17:54, 4066.2, 4066.2, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:18:02, None, None, None, None
2020-07-08, 2020-07-08T03:18:09, None, None, None, None
2020-07-08, 2020-07-08T03:18:21, 4064.5, 4064.9, 4064.5, 4064.9
2020-07-08, 2020-07-08T03:18:22, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:18:23, None, None, None, None
2020-07-08, 2020-07-08T03:18:28, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:18:29, 4065.0, 4065.2, 4065.0, 4065.2
2020-07-08, 2020-07-08T03:18:30, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:18:32, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:18:33, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:18:38, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:18:39, None, None, None, None
2020-07-08, 2020-07-08T03:18:40, None, None, None, None
2020-07-08, 2020-07-08T03:18:42, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:18:43, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:18:44, None, None, None, None
2020-07-08, 2020-07-08T03:18:45, None, None, None, None
2020-07-08, 2020-07-08T03:18:48, None, None, None, None
2020-07-08, 2020-07-08T03:18:50, None, None, None, None
2020-07-08, 2020-07-08T03:19:20, None, None, None, None
2020-07-08, 2020-07-08T03:19:24, None, None, None, None
2020-07-08, 2020-07-08T03:19:28, 4064.8, 4064.8, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:19:47, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:19:51, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:19:57, 4065.2, 4065.5, 4065.2, 4065.5
2020-07-08, 2020-07-08T03:19:58, None, None, None, None
2020-07-08, 2020-07-08T03:20:00, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:20:07, 4064.8, 4065.5, 4064.8, 4065.5
2020-07-08, 2020-07-08T03:20:10, None, None, None, None
2020-07-08, 2020-07-08T03:20:19, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:20:22, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:20:25, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:20:31, 4065.5, 4065.9, 4065.5, 4065.9
2020-07-08, 2020-07-08T03:20:32, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:20:45, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:20:48, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:20:53, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:21:01, None, None, None, None
2020-07-08, 2020-07-08T03:21:04, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:21:16, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:21:19, None, None, None, None
2020-07-08, 2020-07-08T03:21:20, 4066.7, 4067.2, 4066.7, 4067.2
2020-07-08, 2020-07-08T03:21:23, 4067.0, 4067.0, 4066.7, 4066.7
2020-07-08, 2020-07-08T03:21:24, 4066.9, 4067.2, 4066.9, 4067.2
2020-07-08, 2020-07-08T03:21:25, 4067.0, 4067.2, 4067.0, 4067.2
2020-07-08, 2020-07-08T03:21:28, 4066.8, 4066.8, 4066.2, 4066.5
2020-07-08, 2020-07-08T03:21:36, 4066.2, 4066.5, 4066.2, 4066.5
2020-07-08, 2020-07-08T03:21:43, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:21:44, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:21:57, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:11, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:22:13, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:14, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:22:16, None, None, None, None
2020-07-08, 2020-07-08T03:22:19, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:20, None, None, None, None
2020-07-08, 2020-07-08T03:22:22, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:22:28, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:30, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:22:33, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:34, 4066.5, 4066.5, 4066.5, 4066.5
2020-07-08, 2020-07-08T03:22:35, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:22:38, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:22:39, None, None, None, None
2020-07-08, 2020-07-08T03:22:40, None, None, None, None
2020-07-08, 2020-07-08T03:22:45, None, None, None, None
2020-07-08, 2020-07-08T03:22:50, None, None, None, None
2020-07-08, 2020-07-08T03:22:53, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:22:54, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:22:56, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:23:02, 4064.9, 4065.2, 4064.9, 4065.2
2020-07-08, 2020-07-08T03:23:03, None, None, None, None
2020-07-08, 2020-07-08T03:23:05, 4065.5, 4065.5, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:23:06, 4064.9, 4064.9, 4064.9, 4064.9
2020-07-08, 2020-07-08T03:23:08, 4065.2, 4065.5, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:23:11, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:23:13, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:23:15, None, None, None, None
2020-07-08, 2020-07-08T03:23:16, None, None, None, None
2020-07-08, 2020-07-08T03:23:18, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:23:23, 4065.9, 4066.2, 4065.9, 4066.2
2020-07-08, 2020-07-08T03:23:24, 4065.9, 4065.9, 4065.9, 4065.9
2020-07-08, 2020-07-08T03:23:30, 4066.2, 4066.5, 4066.2, 4066.5
2020-07-08, 2020-07-08T03:23:31, 4066.2, 4066.2, 4066.2, 4066.2
2020-07-08, 2020-07-08T03:23:43, None, None, None, None
2020-07-08, 2020-07-08T03:23:56, None, None, None, None
2020-07-08, 2020-07-08T03:23:57, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:24:01, 4064.9, 4064.9, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:24:04, None, None, None, None
2020-07-08, 2020-07-08T03:24:11, None, None, None, None
2020-07-08, 2020-07-08T03:24:12, None, None, None, None
2020-07-08, 2020-07-08T03:24:15, 4064.2, 4064.5, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:24:19, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:24:20, 4064.9, 4065.5, 4064.9, 4065.5
2020-07-08, 2020-07-08T03:24:21, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:24:22, 4065.5, 4065.5, 4065.2, 4065.5
2020-07-08, 2020-07-08T03:24:24, 4065.2, 4065.2, 4064.9, 4065.2
2020-07-08, 2020-07-08T03:24:25, 4064.9, 4064.9, 4064.9, 4064.9
2020-07-08, 2020-07-08T03:24:26, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:24:33, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:24:39, 4065.2, 4065.2, 4065.2, 4065.2
2020-07-08, 2020-07-08T03:24:40, None, None, None, None
2020-07-08, 2020-07-08T03:24:47, 4064.9, 4065.2, 4064.9, 4065.2
2020-07-08, 2020-07-08T03:24:51, 4065.5, 4065.5, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:25:02, 4065.9, 4065.9, 4065.5, 4065.5
2020-07-08, 2020-07-08T03:25:07, None, None, None, None
2020-07-08, 2020-07-08T03:25:18, None, None, None, None
2020-07-08, 2020-07-08T03:25:24, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:25:30, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:25:31, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:25:38, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:25:45, 4063.7, 4063.7, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:25:48, 4063.7, 4063.7, 4063.7, 4063.7
2020-07-08, 2020-07-08T03:25:49, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:25:51, None, None, None, None
2020-07-08, 2020-07-08T03:25:54, 4063.7, 4063.7, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:25:55, None, None, None, None
2020-07-08, 2020-07-08T03:25:57, None, None, None, None
2020-07-08, 2020-07-08T03:25:58, None, None, None, None
2020-07-08, 2020-07-08T03:26:00, None, None, None, None
2020-07-08, 2020-07-08T03:26:12, None, None, None, None
2020-07-08, 2020-07-08T03:26:14, None, None, None, None
2020-07-08, 2020-07-08T03:26:15, None, None, None, None
2020-07-08, 2020-07-08T03:26:16, None, None, None, None
2020-07-08, 2020-07-08T03:26:21, None, None, None, None
2020-07-08, 2020-07-08T03:26:22, None, None, None, None
2020-07-08, 2020-07-08T03:26:24, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:26:25, None, None, None, None
2020-07-08, 2020-07-08T03:26:30, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:26:39, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:26:41, None, None, None, None
2020-07-08, 2020-07-08T03:26:47, 4062.5, 4062.9, 4062.5, 4062.9
2020-07-08, 2020-07-08T03:26:50, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:26:54, 4063.5, 4063.5, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:27:08, None, None, None, None
2020-07-08, 2020-07-08T03:27:20, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:27:28, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:27:32, None, None, None, None
2020-07-08, 2020-07-08T03:27:33, None, None, None, None
2020-07-08, 2020-07-08T03:27:38, None, None, None, None
2020-07-08, 2020-07-08T03:27:39, 4062.9, 4062.9, 4062.9, 4062.9
2020-07-08, 2020-07-08T03:27:44, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:27:46, 4062.9, 4063.5, 4062.9, 4063.5
2020-07-08, 2020-07-08T03:27:52, None, None, None, None
2020-07-08, 2020-07-08T03:28:04, 4063.9, 4064.5, 4063.9, 4064.5
2020-07-08, 2020-07-08T03:28:07, 4064.0, 4064.2, 4064.0, 4064.2
2020-07-08, 2020-07-08T03:28:08, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:28:11, 4064.7, 4064.7, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:28:14, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:28:21, 4064.5, 4064.5, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:28:29, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:28:30, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:28:31, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:28:33, 4063.7, 4064.2, 4063.7, 4064.2
2020-07-08, 2020-07-08T03:29:07, None, None, None, None
2020-07-08, 2020-07-08T03:29:08, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:29:15, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:29:18, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:29:20, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:29:28, 4064.5, 4064.5, 4063.7, 4064.2
2020-07-08, 2020-07-08T03:29:30, 4063.9, 4063.9, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:29:34, None, None, None, None
2020-07-08, 2020-07-08T03:30:01, None, None, None, None
2020-07-08, 2020-07-08T03:30:02, 4062.9, 4063.5, 4062.9, 4063.5
2020-07-08, 2020-07-08T03:30:07, None, None, None, None
2020-07-08, 2020-07-08T03:30:13, None, None, None, None
2020-07-08, 2020-07-08T03:30:15, None, None, None, None
2020-07-08, 2020-07-08T03:30:16, None, None, None, None
2020-07-08, 2020-07-08T03:30:18, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:30:19, None, None, None, None
2020-07-08, 2020-07-08T03:30:22, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:30:24, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:30:33, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:30:36, 4064.5, 4064.5, 4064.2, 4064.5
2020-07-08, 2020-07-08T03:30:38, 4064.2, 4064.5, 4063.9, 4063.9
2020-07-08, 2020-07-08T03:30:41, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:30:45, None, None, None, None
2020-07-08, 2020-07-08T03:30:59, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:31:03, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:31:18, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:31:33, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:31:37, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:31:48, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:31:53, 4064.5, 4064.5, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:31:58, 4064.9, 4065.2, 4064.9, 4065.2
2020-07-08, 2020-07-08T03:32:06, 4064.7, 4064.7, 4064.5, 4064.5
2020-07-08, 2020-07-08T03:32:11, 4064.2, 4064.2, 4064.2, 4064.2
2020-07-08, 2020-07-08T03:32:19, 4063.8, 4063.8, 4062.9, 4062.9
2020-07-08, 2020-07-08T03:32:21, 4063.2, 4063.2, 4063.2, 4063.2
2020-07-08, 2020-07-08T03:32:25, 4063.5, 4063.5, 4063.5, 4063.5
2020-07-08, 2020-07-08T03:32:27, 4062.9, 4062.9, 4062.5, 4062.5
2020-07-08, 2020-07-08T03:32:33, None, None, None, None
2020-07-08, 2020-07-08T03:32:35, 4062.2, 4062.5, 4062.2, 4062.5
2020-07-08, 2020-07-08T03:32:39, 4062.2, 4062.2, 4062.0, 4062.0
2020-07-08, 2020-07-08T03:32:40, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:32:42, 4062.0, 4062.2, 4062.0, 4062.0
2020-07-08, 2020-07-08T03:32:45, 4062.2, 4062.2, 4062.0, 4062.2
2020-07-08, 2020-07-08T03:32:47, 4062.0, 4062.0, 4062.0, 4062.0
2020-07-08, 2020-07-08T03:33:02, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:33:10, None, None, None, None
2020-07-08, 2020-07-08T03:33:12, 4062.5, 4062.5, 4062.5, 4062.5
2020-07-08, 2020-07-08T03:33:14, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:33:15, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:33:18, 4061.7, 4061.9, 4061.7, 4061.9
2020-07-08, 2020-07-08T03:33:20, 4061.5, 4061.9, 4061.5, 4061.9
2020-07-08, 2020-07-08T03:33:22, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:33:25, 4061.9, 4061.9, 4061.9, 4061.9
2020-07-08, 2020-07-08T03:33:31, 4061.7, 4061.7, 4061.7, 4061.7
2020-07-08, 2020-07-08T03:33:32, 4061.5, 4061.7, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:33:33, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:33:36, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:33:37, None, None, None, None
2020-07-08, 2020-07-08T03:33:39, None, None, None, None
2020-07-08, 2020-07-08T03:33:46, 4061.5, 4061.7, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:33:47, None, None, None, None
2020-07-08, 2020-07-08T03:33:48, 4061.2, 4061.5, 4061.2, 4061.5
2020-07-08, 2020-07-08T03:33:49, 4061.3, 4061.3, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:33:50, None, None, None, None
2020-07-08, 2020-07-08T03:33:51, None, None, None, None
2020-07-08, 2020-07-08T03:33:52, None, None, None, None
2020-07-08, 2020-07-08T03:33:56, None, None, None, None
2020-07-08, 2020-07-08T03:34:00, None, None, None, None
2020-07-08, 2020-07-08T03:34:06, None, None, None, None
2020-07-08, 2020-07-08T03:34:07, None, None, None, None
2020-07-08, 2020-07-08T03:34:13, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:34:17, None, None, None, None
2020-07-08, 2020-07-08T03:34:21, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:34:25, None, None, None, None
2020-07-08, 2020-07-08T03:34:29, 4061.5, 4061.5, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:34:39, 4060.5, 4061.2, 4060.5, 4061.2
2020-07-08, 2020-07-08T03:34:40, 4061.5, 4061.5, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:34:41, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:34:47, None, None, None, None
2020-07-08, 2020-07-08T03:34:55, None, None, None, None
2020-07-08, 2020-07-08T03:34:57, None, None, None, None
2020-07-08, 2020-07-08T03:35:00, None, None, None, None
2020-07-08, 2020-07-08T03:35:07, 4062.2, 4062.5, 4062.2, 4062.5
2020-07-08, 2020-07-08T03:35:08, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:35:13, 4061.8, 4061.8, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:35:42, None, None, None, None
2020-07-08, 2020-07-08T03:35:47, None, None, None, None
2020-07-08, 2020-07-08T03:35:48, None, None, None, None
2020-07-08, 2020-07-08T03:35:52, None, None, None, None
2020-07-08, 2020-07-08T03:35:54, None, None, None, None
2020-07-08, 2020-07-08T03:36:12, None, None, None, None
2020-07-08, 2020-07-08T03:36:23, 4060.5, 4060.5, 4060.5, 4060.5
2020-07-08, 2020-07-08T03:36:28, None, None, None, None
2020-07-08, 2020-07-08T03:36:33, None, None, None, None
2020-07-08, 2020-07-08T03:36:37, 4060.7, 4061.5, 4060.7, 4061.2
2020-07-08, 2020-07-08T03:36:45, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:36:47, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:36:53, None, None, None, None
2020-07-08, 2020-07-08T03:36:54, None, None, None, None
2020-07-08, 2020-07-08T03:37:16, None, None, None, None
2020-07-08, 2020-07-08T03:37:22, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:37:29, 4061.7, 4062.2, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:38:06, None, None, None, None
2020-07-08, 2020-07-08T03:38:09, None, None, None, None
2020-07-08, 2020-07-08T03:38:11, None, None, None, None
2020-07-08, 2020-07-08T03:38:23, None, None, None, None
2020-07-08, 2020-07-08T03:38:27, 4060.5, 4060.5, 4060.5, 4060.5
2020-07-08, 2020-07-08T03:38:32, None, None, None, None
2020-07-08, 2020-07-08T03:38:47, 4060.1, 4060.1, 4060.1, 4060.1
2020-07-08, 2020-07-08T03:38:48, 4060.5, 4060.5, 4060.5, 4060.5
2020-07-08, 2020-07-08T03:38:56, None, None, None, None
2020-07-08, 2020-07-08T03:38:57, None, None, None, None
2020-07-08, 2020-07-08T03:39:09, 4061.2, 4061.5, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:39:10, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:39:18, 4061.2, 4061.5, 4060.5, 4061.5
2020-07-08, 2020-07-08T03:39:19, 4061.2, 4061.5, 4061.2, 4061.5
2020-07-08, 2020-07-08T03:39:20, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:39:21, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:39:22, 4061.2, 4061.5, 4061.2, 4061.5
2020-07-08, 2020-07-08T03:39:36, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:39:38, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:39:58, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:40:00, 4061.5, 4061.5, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:40:01, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:40:02, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:40:10, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:40:11, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:40:12, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:40:14, 4061.2, 4061.2, 4061.2, 4061.2
2020-07-08, 2020-07-08T03:40:23, 4061.5, 4061.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:40:24, 4061.2, 4061.5, 4061.2, 4061.5
2020-07-08, 2020-07-08T03:40:30, 4061.9, 4062.5, 4061.5, 4061.5
2020-07-08, 2020-07-08T03:40:31, 4061.7, 4062.2, 4061.7, 4062.2
2020-07-08, 2020-07-08T03:40:34, 4062.5, 4062.5, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:40:38, 4062.5, 4062.5, 4062.5, 4062.5
2020-07-08, 2020-07-08T03:40:44, 4062.2, 4062.2, 4062.2, 4062.2
2020-07-08, 2020-07-08T03:41:10, 4062.5, 4062.5, 4062.2, 4062.5
2020-07-08, 2020-07-08T03:41:11, 4062.9, 4063.2, 4062.9, 4063.2
2020-07-08, 2020-07-08T03:41:12, 4062.5, 4063.2, 4062.5, 4063.2
