Day, Time, Open Price, High Price, Low Price, Close Price
2020-07-08, 2020-07-08T00:00:43, 4038.4, 4038.4, 4038.4, 4038.4
2020-07-08, 2020-07-08T00:00:44, None, None, None, None
2020-07-08, 2020-07-08T00:00:45, None, None, None, None
2020-07-08, 2020-07-08T00:00:46, 4038.1, 4038.1, 4038.1, 4038.1
2020-07-08, 2020-07-08T00:00:47, None, None, None, None
2020-07-08, 2020-07-08T00:00:50, None, None, None, None
2020-07-08, 2020-07-08T00:00:51, None, None, None, None
2020-07-08, 2020-07-08T00:00:52, 4039.1, 4039.6, 4038.9, 4039.1
2020-07-08, 2020-07-08T00:00:53, None, None, None, None
2020-07-08, 2020-07-08T00:00:55, 4039.4, 4040.1, 4039.4, 4040.1
2020-07-08, 2020-07-08T00:00:56, 4040.4, 4040.4, 4039.9, 4039.9
2020-07-08, 2020-07-08T00:00:57, 4040.1, 4040.4, 4040.1, 4040.1
2020-07-08, 2020-07-08T00:00:58, 4040.4, 4041.1, 4040.4, 4041.1
2020-07-08, 2020-07-08T00:00:59, 4041.4, 4041.4, 4041.1, 4041.1
2020-07-08, 2020-07-08T00:01:00, 4040.9, 4040.9, 4040.6, 4040.9
2020-07-08, 2020-07-08T00:01:02, 4040.7, 4040.7, 4040.4, 4040.4
2020-07-08, 2020-07-08T00:01:03, 4039.4, 4040.1, 4039.4, 4040.1
2020-07-08, 2020-07-08T00:01:05, None, None, None, None
2020-07-08, 2020-07-08T00:01:06, None, None, None, None
2020-07-08, 2020-07-08T00:01:07, None, None, None, None
2020-07-08, 2020-07-08T00:01:10, 4039.9, 4039.9, 4039.4, 4039.4
